Judul,Kota,Wilayah,Luas_Bangunan,Luas_Lahan,Harga,Total_Luas,Kategori
PREMIUM AREA - Cluster Terbaru 700jutaan SELANGKAH AKSES STASIUN & TOL - ALL IN,Jakarta,Ciracas,68,63,770000000,131,Kecil
Hunian Mewah Dilokasi Mewah,Jakarta,Cempaka Putih,64,34,1300000000,98,Kecil
Rumah Subsidi Cileungsi-Bogor Puri Asri 3 PROMO DP 5 JT GRATIS BIAYA PROSES,Jakarta,Cibubur,30,60,178000000,90,Kecil
The Lagoon Park Bukit Golf Riverside Cibuburr,Jakarta,Cibubur,63,60,1125213000,123,Kecil
rumah cantik 2 lantai di jakarta selatan,Jakarta,Jagakarsa,150,108,2150000000,258,Sedang
Rumah murah dan minimalis,Jakarta,Cempaka Putih,68,36,1337500000,104,Kecil
Rumah Murah Cipinang Rawamangun,Jakarta,Cipinang,66,36,1140000000,102,Kecil
CLUSTER Terbaru NYAMAN dan STRATEGIS Harga 700jutaan ALL IN - Cimanggis Depok,Jakarta,Jagakarsa,68,60,770000000,128,Kecil
Termurah Di CIMANGGIS DEPOK - Scandinavia 2LT Terbaru Cicilan Mulai 6jutaan,Jakarta,Cipayung,68,60,770000000,128,Kecil
Rumah di Jual Jagakarsa Minimalis Classic Rooftop Luas Dekat TOL Jagakarsa,Jakarta,Jagakarsa,200,96,2600000000,296,Besar
Rumah mewah di jakarta barat 10 menit dari stasiun,Jakarta,Semanan,136,120,2550000000,256,Sedang
"Di Jual Rumah Cluster Minimalist AYALIS RESIDENCE Kwitang, Senen,  Jakarta Pusat",Jakarta,Kwitang,42,23,750000000,65,Kecil
"Dijual Rumah Luas, harga Menarik, Strategis, tomang",Jakarta,Tomang,203,135,4000000000,338,Besar
Rumah Mewah 3 Lantai Cluster Magnolia - Puri Botanical Residence,Jakarta,Kembangan,510,838,22000000000,1348,Besar
Rumah siap huni Sunter Danau,Jakarta,Sunter,324,108,2700000000,432,Besar
"Rumah Dan Kos Kosan Dekat Perkantoran, Jalan Raya, Toll, Dalam Komplek  Pancoran",Jakarta,Pancoran,770,455,18500000000,1225,Besar
Dijual Rumah Kota Wisata Full Furnished Istimewa Siap Huni,Jakarta,Cibubur,250,180,2500000000,430,Besar
Dijual Rumah Kota Wisata Full Furnished Istimewa Siap Huni,Jakarta,Cibubur,250,180,2500000000,430,Besar
rumah subsidi pesona kahuripan,Jakarta,Legenda Wisata,30,60,168000000,90,Kecil
Rumah Mewah Area Premium di Cbd Mega Kuningan Jakarta Selatan,Jakarta,Kuningan,1150,708,51000000000,1858,Besar
Hunian Luxurious Dalam Cluster,Jakarta,Jagakarsa,240,126,2700000000,366,Besar
Hunian Mewah di Komplek Kavling DKI,Jakarta,Jagakarsa,220,135,3500000000,355,Besar
"Rumah minimalis 2 lantai di Petukangan Utara, Jaksel",Jakarta,Pesanggrahan,214,323,3100000000,537,Besar
"Turun hargaaaaa, BU",Jakarta,Cengkareng,300,250,2300000000,550,Besar
Rumah Golf Island PIK Mozart,Jakarta,Pantai Indah Kapuk,350,250,11500000000,600,Besar
Rumah Murah Siap Huni di Cluster Royal Residence Jakarta Timur,Jakarta,Cakung,120,90,1650000000,210,Sedang
Rumah Megah 2 Lantai Tanah 247 M2 Murah di Duren Sawit,Jakarta,Duren Sawit,200,247,2700000000,447,Besar
RUMAH MEWAH BERGAYA APARTHAOUSE DAERAH CEMPAKA PUTIH TENGAH,Jakarta,Cempaka Putih,98,34,1411462500,132,Sedang
Rumah Minimalis Jagakarsa Jakarta Selatan,Jakarta,Jagakarsa,110,119,1250000000,229,Sedang
RUMAH BARU STRATEGIS DI CILANDAK DEKAT TRANSMART CILANDAK JAKARTA SELATAN,Jakarta,Cilandak,110,62,1825000000,172,Sedang
RUMAH BARU MINIMALIS MODERN CLASSIC DI CONDET JAKARTA TIMUR,Jakarta,Condet,115,84,1850000000,199,Sedang
Rumah Modern Baru Full Furnish Strategis Villa Tomang Mas Duri Kepa 10x15m,Jakarta,Duri Kepa,150,150,3900000000,300,Sedang
RUMAH DENGAN 2 KAMAR MINIMALIS DP 18 BULAN DI KOTA,Jakarta,Kalideres,31,60,517000000,91,Kecil
Dijual Cepat Dan Murah Rumah  Cantik Siap Di Pesanggrahan Kebayoran Lama Jakarta,Jakarta,Pesanggrahan,335,240,4250000000,575,Besar
"DIJUAL CEPAT RUMAH 1 1/2 LANTAI AKSES MOBIL/TRUCK,CIPAYUNG,JAKTIM",Jakarta,Cipayung,178,178,1400000000,356,Besar
Rumah mewah di cluster Margasatwa Cilandak,Jakarta,Cilandak Timur,500,603,13000000000,1103,Besar
PREMIUM AREA - PRIVAT Cluster Terbaru Style Scandinavian 2 lantai FREE BIAYA2,Jakarta,Cijantung,68,63,770000000,131,Kecil
"Dijual Rumah Baru Minimalis 3lt di Cengkareng, Jakarta Barat",Jakarta,Cengkareng,140,60,1750000000,200,Sedang
Dijual Rumah Bagus Siap Huni Di Jl. Mpr Cipete - Cilandak Barat,Jakarta,Cilandak,340,182,7700000000,522,Besar
Rumah Mewah 3 Lantai Bagus Banget di Kebayoran Baru,Jakarta,Kebayoran Baru,500,831,34000000000,1331,Besar
FOR SALE PATRA KUNINGAN,Jakarta,Kuningan Timur,400,440,28000000000,840,Besar
Rumah cantik jln Depan Rumah 10meteran Harga nego,Jakarta,Jagakarsa,140,126,2500000000,266,Sedang
Dijual rumah siap huni area brawijaya,Jakarta,Kebon Baru,600,822,50500000000,1422,Besar
Jual cepat rumah mewah Eropa Classic kebagusan,Jakarta,Kebagusan,250,102,3500000000,352,Besar
Hunian cantik dalam cluster jagakarsa,Jakarta,Jagakarsa,130,75,1625000000,205,Sedang
Di jual rumah murah termurah 2 lantai daerah kayu jakarta timur manis,Jakarta,Kayu Manis,37,25,485000000,62,Kecil
"Dijual rumah strategis, recommended banget untuk kost-kost an di Cempaka Putih",Jakarta,Cempaka Putih,400,200,3400000000,600,Besar
jual rumah murah di kebayoran baru cocok di jadikan Investasi dan untuk kantor,Jakarta,Kebayoran Baru,1200,557,19000000000,1757,Besar
Dijual Rumah ICONIC di Jakarta timur,Jakarta,Duren Sawit,90,146,3900000000,236,Kecil
Rumah Pinggir Jalan NJOP,Jakarta,Pancoran,180,100,5000000000,280,Besar
Rumah minimalis modern 2 lantai,Jakarta,,45,33,1140000000,78,Kecil
Hunian Mewah Dan Murah Dikawasan Strategis Jakarta Pusat,Jakarta,Senen,38,20,400000000,58,Kecil
Rumah Murah di cempaka putih,Jakarta,Cempaka Putih,100,35,1638000000,135,Sedang
The Lagoon Park Bukit Golf Riverside Cibubur type Evia,Jakarta,Cibubur,40,60,886206908,100,Kecil
rumah baru jagakarsa,Jakarta,Jagakarsa,135,93,2200000000,228,Sedang
Dijual rumah Gaharu 2 Cipete kebayoran baru jakarta selatan,Jakarta,Kebayoran Baru,396,154,7500000000,550,Besar
Rumah Tinggal Tingkat Minimalis Terbaik Siap Huni Dengan Harga Murah,Jakarta,Kalideres,103,180,1300000000,283,Sedang
Rumah dijual Nempel Bintaro dan Ciledug Tangerang,Jakarta,Pesanggrahan,92,72,1300000000,164,Sedang
Rumah Bersih Terawat Citra Garden 1 ext 8x20m,Jakarta,Kalideres,180,160,2250000000,340,Besar
"Dijual Rumah Luas, Nyaman dan Strategis di Jakarta Barat",Jakarta,Cengkareng Barat,250,324,5500000000,574,Besar
RUMAH MURAH SELATAN JAKARTA,Jakarta,TB Simatupang,64,60,1300000000,124,Kecil
"Rumah Modern Minimalis di Jagakarsa, Jakarta Selatan",Jakarta,Jagakarsa,130,75,1650000000,205,Sedang
"dijual Rumah Pluit karang Molek 234 meter, 20 juta/meter",Jakarta,Muara Karang,234,234,4500000000,468,Besar
PREMIUM AREA - Hunian/Rumah Baru Scandinavian DP suka2 Cicilan Mulai 6 jutaan,Jakarta,Condet,68,60,770000000,128,Kecil
"DIJUAL CIMANGGIS GOLF ESTATE LAUNCH CLUSTER BARU NAHARA HARGA MULAI DARI 1,5M",Jakarta,Cibubur,89,85,1500000000,174,Kecil
Rumah Mewah Duren Sawit Jakarta Timur,Jakarta,Duren Sawit,1000,763,23000000000,1763,Besar
Dijual Rumah Nyaman di lingkungan prime Premier Riviera Rawamangun,Jakarta,Klender,135,138,3850000000,273,Sedang
Paling Murah rumah di Villa Kelapa Dua,Jakarta,Kebon Jeruk,130,108,2500000000,238,Sedang
Metland Menteng Tipe Canna,Jakarta,Cakung,97,160,3069807488,257,Sedang
Cluster Lavender Tipe B � Puri Botanical,Jakarta,Kembangan,65,60,1990000000,125,Kecil
Rumah Di Cipayung Jakarta Timur,Jakarta,Cipayung,140,103,1500000000,243,Sedang
rumah baru mewah termurah lingkungan bebas banjir,Jakarta,Cempaka Putih,160,68,2280000000,228,Besar
"Rumah Terlaris lokasi strategis,Cilangkap�cipayung,jakarta timur",Jakarta,Cilangkap,70,97,1100000000,167,Kecil
"Rumah Mewah Pik2 Cluster Denver, Over Credit, Sisa Cicilan 49x",Jakarta,Pantai Indah Kapuk,104,75,2571163623,179,Sedang
"Townhouse Cilangkap Jakarta. Dekat  puskesmas Cipayung, 12mnt gerbang tol Setu",Jakarta,Cilangkap,70,50,650000000,120,Kecil
Rumah siap huni dalam komplek CIPETE Jakarta Selatan,Jakarta,Cipete,300,320,12500000000,620,Besar
Dijual Rumah siap huni di perumahan pondok Indah,Jakarta,Pondok Indah,650,560,27000000000,1210,Besar
RUMAH MURAHTANPA DP Di BEKASI.,Jakarta,Pasar Rebo,36,60,430000000,96,Kecil
JUAL RUMAH TEBET,Jakarta,Tebet,273,181,7000000000,454,Besar
RUMAH MURAH CLASSIC TERJANGKAU DEKAT MALL DAN RUMAH SAKIT,Jakarta,Cipayung,31,60,452880000,91,Kecil
"Di Jual Rumah Indent 2,5 Lantai Mewah Area Condet Pasar Rebo Jakarta Timur",Jakarta,Pasar Rebo,170,127,2695000000,297,Besar
Jual Townhouse Murah Ready di Cipayung,Jakarta,Cipayung,110,90,1950000000,200,Sedang
Rumah design industrial di matoa dekat 3 gate tol di ciganjur jagakarsa,Jakarta,Ciganjur,160,107,1900000000,267,Besar
Jual Cepat Rumah Type 38/180 di perumahan Citra Indah Citu,Jakarta,Cibubur,38,180,460000000,218,Kecil
RUMAH DI JUAL DI JAGAKARSA D'CASSA 5 JAGAKARSA NEGO SAMPAI JADI,Jakarta,Jagakarsa,36,52,750000000,88,Kecil
modern classic,Jakarta,Jagakarsa,225,96,3100000000,321,Besar
Rumah BGM PIK 8X15 Termurah (Dekat Pasar Freshmarket Pik),Jakarta,Pantai Indah Kapuk,200,120,4500000000,320,Besar
For Sale House Scandinavian at Cilandak,Jakarta,Cilandak,127,200,4750000000,327,Sedang
Dijual murah BU,Jakarta,Kalideres,150,255,5200000000,405,Sedang
RUMAH DIJUAL MURAH DI PRIOK JAKARTA UTARA HARGA NEGO SAMPAI JADI,Jakarta,Tanjung Priok,108,295,4000000000,403,Sedang
"Taman Grisenda PIK, 12x20, 2� Lantai, Hadap Selatan.",Jakarta,Pantai Indah Kapuk,400,240,8500000000,640,Besar
CITRA GARDEN 2 JAKARTA BARAT JUAL CEPAAT SEMI FURNISHED,Jakarta,Kalideres,480,108,4200000000,588,Besar
RUMAH JAKARTA TIMUR BISA KPR,Jakarta,Ciracas,61,50,745000000,111,Kecil
Rumah mewah tb simatupang di pasar minggu Jaksel,Jakarta,Pasar Minggu,500,732,22000000000,1232,Besar
Jual Cepat Rumah 2-lantai Daerah Kalibata Dekat Stasiun Duren,Jakarta,Kalibata,405,505,17500000000,910,Besar
Di Jual Cepat Rumah Private Pool Kemang Terawat Rapi Siap Huni,Jakarta,Cilandak,640,446,13500000000,1086,Besar
Angel Residence tipe Uriel,Jakarta,Kalideres,70,64,1877000000,134,Kecil
Di Jual Rumah ataw kosan,Jakarta,Palmerah,222,152,2200000000,374,Besar
"Dijual Rumah Asri, tanah luas di Damarsari , Jati Padang, Jakarta Selatan",Jakarta,Pasar Minggu,200,280,6300000000,480,Besar
Rumah Premium 2LT Harga 700jutaan LOKASI DEKAT dengan Tol & Stasiun. Cibubur,Jakarta,Cijantung,68,60,770000000,128,Kecil
Cluster Lavender Tipe A2 � Puri Botanical,Jakarta,Kembangan,66,60,2000000000,126,Kecil
RUMAH 3 Lantai di KALIBATA Jakarta selatan,Jakarta,Kalibata,190,81,5000000000,271,Besar
Rumah Kualitas Premium Siap Huni Bonus Interior Mewah Dekat ke TOL Bambu Apus,Jakarta,Cipayung,140,100,2475000000,240,Sedang
DI JUAL Rumah modern siap huni di dalam komplek di daerah Kemang Dalam.,Jakarta,Kemang,350,392,15000000000,742,Besar
Rumah Mewah di Danau Indah Raya,Jakarta,Sunter Jaya,900,760,23000000000,1660,Besar
"rumah townhouse cibubur, belakang raffless hills",Jakarta,Cibubur,98,73,1300000000,171,Sedang
Cluster Lavender Tipe A1 � Puri Botanical,Jakarta,Kembangan,62,50,1775000000,112,Kecil
Dijual Rumah tanjung duren untuk kos-kosan strategis segitiga emas,Jakarta,Tanjung Duren,148,156,3650000000,304,Sedang
Rumah Di Kolonel Sugiono Jakarta Timur,Jakarta,Duren Sawit,133,133,1980000000,266,Sedang
HARGA PROMO.RUMAH 3 LANTAI DEKAT KOMPLEK BRIMOB POLRI PEJATEN BARAT,Jakarta,Pejaten,100,40,975000000,140,Sedang
"RUMAH MEWAH 2,5 LANTAI ADA KOLAM RENANG DI JAGAKARSA JAKARTA SELATAN",Jakarta,Jagakarsa,150,96,1950000000,246,Sedang
For sale Cluster at Pesanggrahan Jaksel,Jakarta,Pesanggrahan,165,91,2200000000,256,Besar
Rumah 2 Lantai di Jakarta barat,Jakarta,Kalideres,60,48,1500000000,108,Kecil
Di Jual Rumah Mewah di Cilandak Kakao,Jakarta,Cilandak,444,717,11000000000,1161,Besar
"Di jual Rumah Tua, Hitung Tanah Saja di Jakarta Pusat, Senen, Kramat",Jakarta,Senen,192,208,3200000000,400,Besar
RUMAH 3 LANTAI AKSES 2 MOBIL PINGGIR JALAN RAYA 2 MENIT KE TOL DESARI BRIGIF JAGAKARS...,Jakarta,Jagakarsa,170,100,2890000000,270,Besar
"RUMAH 2,5 LANTAI ( ROOFTOP ) DALAM CLUSTER DI JAGAKARSA JAKARTA SELATAN",Jakarta,Jagakarsa,200,93,2550000000,293,Besar
Dijual. Rumah Tua Hitung Tanah Di Daerah Kemang. Harga Turun Dibawah Njop.,Jakarta,Kemang,500,792,18500000000,1292,Besar
CLUSTER TANPA DP,Jakarta,Jagakarsa,45,70,598500000,115,Kecil
Rumah Dijual Jakarta Barat,Jakarta,Meruya,205,120,1900000000,325,Besar
Dijual Rumah Seafront Ancol Jakarta Utara,Jakarta,Ancol,326,144,6800000000,470,Besar
Rumah baru 2lantai di ciracas,Jakarta,Ciracas,63,43,799000000,106,Kecil
Dijual rumah mewah kawasan Elit Menteng Residence Bintaro,Jakarta,Bintaro,900,1400,37500000000,2300,Besar
JUAL RUMAH SUMUR BATU,Jakarta,Sumur Batu,300,252,6200000000,552,Besar
"Pik, dijual rumah TERMURAH STOCK TERAKHIR Lt 6x15m2 jarang ada Rp3,5M",Jakarta,Pantai Indah Kapuk,90,90,3500000000,180,Kecil
rumah baru jagakarsa,Jakarta,Jagakarsa,120,88,2100000000,208,Sedang
"Dijual. Townhouse Di Daerah Strategis Bangka, Kemang. Harga Menarik",Jakarta,Bangka,290,198,6750000000,488,Besar
Rumah 2 lantai Cipaku Kebayoran Baru dekat SCBD Sudirman Senopati Dijual 40M,Jakarta,Kebayoran Baru,500,714,40000000000,1214,Besar
Rumah siap huni lokasi strategis lingkungan nyaman di cluster Cilandak,Jakarta,Cilandak Timur,568,226,11561400000,794,Besar
DIJUAL RUMAH AREA GANDARIA ~ LT/LB 185/195 ~ MODERN CLASSIC HOUSE ~ BEST PRICE!,Jakarta,Kebayoran Baru,195,185,4900000000,380,Besar
DIJUAL RUMAH CILANDAK ~ LT/LB 200/127 ~ RUMAH MODERN SCANDINAVIAN,Jakarta,Cilandak,127,200,4750000000,327,Sedang
"Jarang Ada, Rumah di Gading Pandawa Kelapa Gading dekat dengan LRT",Jakarta,Kelapa Gading Timur,280,240,7500000000,520,Besar
Dijual rumah baru minimalais modern termewah,Jakarta,Cipinang,84,64,2168000000,148,Kecil
Townhouse Islami Premium 3 Lantai di Cibubur Tanpa Riba dekat RSUD Ciracas,Jakarta,Ciracas,120,102,1822500000,222,Sedang
Di Jual Rumah di Rawamangun Lokasi Strategis Bebas Banjir,Jakarta,Rawamangun,400,135,7000000000,535,Besar
town house  graha baru veteran bintaro,Jakarta,Bintaro,450,527,13900000000,977,Besar
"Dijual Rumah Cantik, Lantai Tingkat dan Lokasi Strategis di Cempaka Putih Permai",Jakarta,Cempaka Putih,194,127,3800000000,321,Besar
rumah bebas banjir kpr tanpa dp 0%,Jakarta,Cibubur,45,72,593500000,117,Kecil
Di Jual Rumah di Kelapa Gading Timur Lokasi Komersil Strategis,Jakarta,Kelapa Gading,295,320,9000000000,615,Besar
Rumah Baru Perum JGC Cluster South Thames Blok J12 / 62 Jaktim Sudah Sertifikat,Jakarta,Cakung,62,90,1725000000,152,Kecil
Jual Rumah Darmawangsa Kebayoran Baru Lokasi Strategis,Jakarta,Kebayoran Baru,300,984,48000000000,1284,Besar
Rumah murah hitung tanah harga dibawah njop jln. S Parman Jakbar Slipi,Jakarta,Palmerah,800,1258,52500000000,2058,Besar
springhill golf residences,Jakarta,Kemayoran,400,120,6000000000,520,Besar
Cluster Strategis Terbaru Dekat Tol & Stasiun Cibubur Harga 700 jutaan ALL IN,Jakarta,Condet,68,60,770000000,128,Kecil
Dijual Rumah Minimalis 2lt luas 120m� di Metland Menteng Cakung Jakarta Timur,Jakarta,Cakung,119,120,1700000000,239,Sedang
Dijual Rumah Artistic Di Lokasi Mewah,Jakarta,Cakung,156,112,4000000000,268,Besar
Rumah Etnik Asri Hijau kawasan Ragunan Jakarta Selatan,Jakarta,Ragunan,320,550,7500000000,870,Besar
Rumah cluster  mewah cawang residence,Jakarta,Cawang,110,65,1750000000,175,Sedang
Rumah Dengan Halaman Luas Nyaman Dan Asri Di Kawasan Cilandak Ragunan,Jakarta,Ragunan,500,1000,17000000000,1500,Besar
Rumah di kemang jaya apartemen taman.,Jakarta,Kemang,450,400,13500000000,850,Besar
Turun harga  Di jual rumah di Semper Jakarta Utara,Jakarta,Semper,154,354,2500000000,508,Besar
Di Jual Rumah Bagus Siap Huni Di Palmerah,Jakarta,Palmerah,1000,436,12500000000,1436,Besar
Di jual rumah 2 dan 3 lantai mewah dan Moderent daerah Cipinang baru raya,Jakarta,Cipinang,99,84,2168000000,183,Sedang
Rumah 2 lantai layak huni di daerah duri mas duri Kepa Jakarta barat,Jakarta,Duri Kepa,120,89,2250000000,209,Sedang
Dijual Rumah Murah Jakarta Strategis Cemp Putih Tengah Jakpus,Jakarta,Cempaka Putih,64,34,1197000000,98,Kecil
Dijual rumah di cluster LAGOON PARK dengan view danau di Bukit Golf Cibubur,Jakarta,Cibubur,40,60,860000000,100,Kecil
DP SUKA SUKA - Cluster Baru style Scandinavian STRATEGIS 700 jutaan ALL IN,Jakarta,Cijantung,68,60,770000000,128,Kecil
"DI JUAL RUMAH DI TAMAN ARIES, JAKARTA BARAT",Jakarta,Meruya,200,200,3900000000,400,Besar
Rumah lokasi strategis butuh renovasi.,Jakarta,Kebayoran Baru,286,570,12700000000,856,Besar
Rumah Dijual 2 Lantai Harga Terjangkau Daerah Lenteng Agung,Jakarta,Lenteng Agung,90,77,1800000000,167,Kecil
Beli Rumah Cantik FREE Yamaha N-Max 2Km dari JORR bisa KPR,Jakarta,Cipayung,124,126,2378750000,250,Sedang
"jual rumah lokasi pejompongan benhil untuk di jadikan Hunian,kantor, Supermarket",Jakarta,Bendungan Hilir,300,344,18000000000,644,Besar
RUMAH 2 LANTAI + ROOFTOP SIAP HUNI .BISA KPR DI JAGAKARSA JAKARTA SELATAN,Jakarta,Jagakarsa,220,124,2975000000,344,Besar
Dijual Rumah Minimalis Siap Huni Di Cluster Metland Menteng Cakung Jaktim,Jakarta,Cakung,90,96,1700000000,186,Kecil
"(GA20308-CS) JUAL RUMAH KOS BARU OKUPANSI 100%, FAST BINTANG 5 DI TOMANG, JAKBAR",Jakarta,Tomang,264,66,4900000000,330,Besar
DIJUAL RUMAH LAMA MEGA KUNINGAN Dekat Kedutaan Thailand,Jakarta,Kuningan,700,708,51000000000,1408,Besar
DIJUAL RUMAH LAMA HITUNG TANAH DI DENPASAR KARANGASEM MEGA KUNINGAN,Jakarta,,500,865,55500000000,1365,Besar
"GREEN LAKE, HARGA NEGO",Jakarta,,120,135,3000000000,255,Sedang
Rumah Duri Kepa Hadap Barat,Jakarta,Grogol Petamburan,115,115,2000000000,230,Sedang
Dijual Rumah Terawat Rapi,Jakarta,,600,800,10900000000,1400,Besar
"Rumah Semi Furnish 5 Bedroom di Kebayoran Essence, Bintaro",Jakarta,Bintaro,400,322,7500000000,722,Besar
Rumah Siap Pakai Lebar 10 M Di Galur Jakarta Pusat,Jakarta,Johar Baru,100,143,2450000000,243,Sedang
Dijual Murah Rumah 2lantai Di Kayu Putih Jakarta Timur,Jakarta,Kayu Putih,140,116,1500000000,256,Sedang
Dijual rumah tua hitung tanah di Cilandak,Jakarta,Cilandak Barat,300,676,12000000000,976,Besar
"di jual kelurga harmonis, aman, nyaman, sejuk",Jakarta,Kelapa Gading,300,15,2750000000,315,Besar
Rumah cantik scandinavian di jakrta selatan,Jakarta,Cijantung,100,80,1900000000,180,Sedang
DI JUAL Rumah tua harga bagus didaerah Kemang. Jarak jalan kaki ke Hero.,Jakarta,Kemang,450,784,15500000000,1234,Besar
DI JUAL RUMAH CANTIK SIAP HUNI DI CIPETE,Jakarta,Cipete Selatan,400,615,19500000000,1015,Besar
"DIJUAL CEPAT RUMAH DI TAMAN SEMANAN INDAH, KALIDERES",Jakarta,Kalideres,200,225,3900000000,425,Besar
"Murah, Jual Cepat dan BU, Kebayoran Baru Luxury House, Nego sampai Terjual",Jakarta,Kebayoran Baru,494,680,42500000000,1174,Besar
Angel Residence perumahan cluster premium di Jakarta Barat,Jakarta,Kalideres,115,96,3252000000,211,Sedang
Cari Rumah cluster murah cawang residence dewi sartika,Jakarta,Cawang,110,65,1750000000,175,Sedang
"Dijual Rumah Cantik dan  Minimalis, 3 Lantai di Cempaka Putih Barat",Jakarta,Cempaka Putih,120,65,3500000000,185,Sedang
DIJUAL RUMAH AREA SENOPATI ~ LT/LB 101/160 ~ JARANG ADA!,Jakarta,Kebayoran Baru,160,101,6000000000,261,Besar
Fast Sale! Rumah Baru 4 Kamar Tidur di Menteng Jakpus,Jakarta,Menteng,500,485,45000000000,985,Besar
Rumah Bagus Siap Pakai Di Jakarta Pusat,Jakarta,Senen,200,160,3900000000,360,Besar
"Dijual Cepat Rumah Asri Di Lokasi Strategis  Jl. Bango Raya, Cilandak Jakarta",Jakarta,Cilandak,300,328,6500000000,628,Besar
Green Puri 6x15 FULL FURNISH Lokasi Jakarta Barat,Jakarta,Duri Kosambi,100,90,2200000000,190,Sedang
"cluster di Jagakarsa, Margasatwa, Pondok Labu, Cilandak, Jakarta Selatan",Jakarta,,125,152,3128000000,277,Sedang
Rumah mewah 2 lantai 3 M,Jakarta,Pondok Kelapa,137,147,3000000000,284,Sedang
Dijual Rumah di Sunter Lokasi Strategis Bangunan Kokoh,Jakarta,Sunter,125,140,3200000000,265,Sedang
Dujual cepat rumah townhouse 3 lt di Jakarta Barat,Jakarta,Kedoya Selatan,200,70,2600000000,270,Besar
Di jual rumah mewah murah fasilitas banyak di Menteng Jakarta pusat,Jakarta,Menteng,600,753,55000000000,1353,Besar
ready rumah cluster daerah cempah putih tengah,Jakarta,Cempaka Putih,70,48,1725000000,118,Kecil
Di Jual Rumah Mewah Di Timur Jakarta DP Ringan,Jakarta,Cakung,125,150,2550000000,275,Sedang
International Class Living in South City Fortunia Residence,Jakarta,Bintaro,66,71,1200000000,137,Kecil
HOT NEWS Millenium Cawang Residence Elegant Architecture,Jakarta,Mampang Prapatan,115,72,1700000000,187,Sedang
Millenium Cawang Residence Elegant Architecture House,Jakarta,Kramat Jati,115,72,1700000000,187,Sedang
Hot News DP0% BSD City Fully Furnished Tanakayu at BSD,Jakarta,Puri Indah,70,50,1400000000,120,Kecil
KIREI HOUSE Elegant Japanese Architecture Living at Depok,Jakarta,Jagakarsa,65,64,700000000,129,Kecil
Rumah Baru Depok DANDELION ESTATE- PREMIUM AREA- DP SUKA2- FREE BIAYA2,Jakarta,Ciracas,68,63,750000000,131,Kecil
RUMAH MEWAH  DEKAT TOL & TRANSMART CIBUBUR DP SUKA2- Free Biaya2,Jakarta,Ciracas,68,63,750000000,131,Kecil
MURCE CUY HARGA DIBAWAH PASARAN LOKASI EXLUSIVE BUKIT GOLF AREA PONDOK INDAH,Jakarta,Pondok Indah,2600,4689,180000000000,7289,Besar
WAHH GILASEH TURUN HARGA GEDE-GEDEAAN HAMPIR SETENGAH HARGANYA RUMAH DI SENOPATI,Jakarta,Kebayoran Baru,280,485,29000000000,765,Besar
Rumah Mewah Jalan Damai Jagakarsa Kebagusan - Akses 2 Mobil,Jakarta,Jagakarsa,145,84,1800000000,229,Sedang
Rumah Tinggal Cantik di lebak bulus jaksel,Jakarta,Lebak Bulus,100,60,1200000000,160,Sedang
Rumah baru minimalis terjangkau dan strategis di Citayam,Jakarta,Palmerah,45,55,275000000,100,Kecil
"Rumah Scandinavian, Cantik dan Menarik di Dalam Cluster daerah Bintaro",Jakarta,,63,94,1315000000,157,Kecil
"Rumah tanah luas 800m, di jl.Slamet Riyadi Matraman Jakarta timur",Jakarta,Matraman,600,800,18000000000,1400,Besar
RUMAH READY SIAP HUNI DI CIBUBUR AKSES MUDAH TINGGAL NUNGGU AKAD,Jakarta,,87,68,750000000,155,Kecil
RUMAH MURAH MEWAH DUA SETENGAH LANTAI PULOGADUNG JAKTIM NEGO SAMPAI JADI,Jakarta,Pulo Gadung,90,40,950000000,130,Kecil
"DIJUAL Rumah Pribadi Asri & Nyaman, Halaman Luas, Jagakarsa, Jakarta Selatan",Jakarta,Jagakarsa,272,1150,9500000000,1422,Besar
Di jual Rumah tua Menteng jakarta pusat,Jakarta,Menteng,340,238,13500000000,578,Besar
Di Jual Rumah Mewah Stategis di Jakarta Barat,Jakarta,Meruya Selatan,480,450,14700000000,930,Besar
Dijual Rumah Metland Puri 2 Lantai  Sudah Renovasi,Jakarta,,150,116,1700000000,266,Sedang
Rumah Kos Kosan 22 Kamar Siap Huni di Komplek Rawamangun,Jakarta,Rawamangun,600,300,5700000000,900,Besar
Dijual BU Rumah 2 Lantai Poltangan Pasar Minggu,Jakarta,Pejaten Timur,280,184,2600000000,464,Besar
Rumah cijawura bandung kota,Bandung,Buahbatu (Margacinta),40,60,518000000,100,Kecil
